"pur_id","pur_slm_id","pur_gold_cost","pur_labor_cost","pur_method","pur_official_invoice","pur_date","pur_billing_date","pur_weight","pur_invoice_no","pur_last_update","pur_created_at","pur_total_trade_in_amt","pur_total_cash_amt","pur_total_amt","pur_payment_status","pur_code"
PUR_100047,SLM_100007,234.04,0,CASH,1,2021-01-01,2021-01-01,0,,2025-04-03 16:06:57.131,2025-04-03 16:06:57.131,,,,PAID,"0121SLG"
PUR_100048,SLM_100018,225.39,0,CASH,1,2021-01-01,2021-01-01,0,,2025-04-03 16:06:57.131,2025-04-03 16:06:57.131,,,,PAID,"0121YM"
PUR_100049,SLM_100010,226.84,0,CASH,1,2021-01-01,2021-01-01,0,,2025-04-03 16:06:57.185,2025-04-03 16:06:57.185,,,,PAID,"0121YX"
PUR_100050,SLM_100020,228.43,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.185,2025-04-03 16:06:57.185,,,,PAID,"0122JJT"
PUR_100051,SLM_100019,229.18,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.185,2025-04-03 16:06:57.185,,,,PAID,"0122LUX"
PUR_100052,SLM_100007,232.21,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.233,2025-04-03 16:06:57.233,,,,PAID,"0122SLG"
PUR_100053,SLM_100015,229.34,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.233,2025-04-03 16:06:57.233,,,,PAID,"0122YF"
PUR_100054,SLM_100018,228.38,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.233,2025-04-03 16:06:57.233,,,,PAID,"0122YM"
PUR_100055,SLM_100010,231.19,0,CASH,1,2022-01-01,2022-01-01,0,,2025-04-03 16:06:57.287,2025-04-03 16:06:57.287,,,,PAID,"0122YX"
PUR_100056,SLM_100021,246.12,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.287,2025-04-03 16:06:57.287,,,,PAID,"0123HJ"
PUR_100057,SLM_100020,247.06,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.287,2025-04-03 16:06:57.287,,,,PAID,"0123JJT"
PUR_100058,SLM_100019,243.78,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.337,2025-04-03 16:06:57.337,,,,PAID,"0123LUX"
PUR_100059,SLM_100022,248.34,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.337,2025-04-03 16:06:57.337,,,,PAID,"0123RB"
PUR_100060,SLM_100007,246.41,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.337,2025-04-03 16:06:57.337,,,,PAID,"0123SLG"
PUR_100061,SLM_100018,245.75,0,CASH,1,2023-01-01,2023-01-01,0,,2025-04-03 16:06:57.389,2025-04-03 16:06:57.389,,,,PAID,"0123YM"
PUR_100062,SLM_100023,287.63,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.389,2025-04-03 16:06:57.389,,,,PAID,"0124CJ"
PUR_100063,SLM_100020,289.0,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.389,2025-04-03 16:06:57.389,,,,PAID,"0124JJT"
PUR_100064,SLM_100024,288.88,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.438,2025-04-03 16:06:57.438,,,,PAID,"0124SF"
PUR_100065,SLM_100007,286.97,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.438,2025-04-03 16:06:57.438,,,,PAID,"0124SLG"
PUR_100066,SLM_100025,286.29,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.438,2025-04-03 16:06:57.438,,,,PAID,"0124TC"
PUR_100067,SLM_100026,284.62,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.512,2025-04-03 16:06:57.512,,,,PAID,"0124WX"
PUR_100068,SLM_100017,289.76,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.512,2025-04-03 16:06:57.512,,,,PAID,"0124XW"
PUR_100069,SLM_100015,287.75,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.512,2025-04-03 16:06:57.512,,,,PAID,"0124YF"
PUR_100070,SLM_100010,289.39,0,CASH,1,2024-01-01,2024-01-01,0,,2025-04-03 16:06:57.606,2025-04-03 16:06:57.606,,,,PAID,"0124YX"
PUR_100071,SLM_100027,358.4,0,CASH,1,2025-01-01,2025-01-01,0,,2025-04-03 16:06:57.606,2025-04-03 16:06:57.606,,,,PAID,"0125CJ7"
PUR_100072,SLM_100020,359.95,0,CASH,1,2025-01-01,2025-01-01,0,,2025-04-03 16:06:57.606,2025-04-03 16:06:57.606,,,,PAID,"0125JJT"
PUR_100073,SLM_100007,368.46,0,CASH,1,2025-01-01,2025-01-01,0,,2025-04-03 16:06:57.658,2025-04-03 16:06:57.658,,,,PAID,"0125SLG"
PUR_100074,SLM_100018,362.71,0,CASH,1,2025-01-01,2025-01-01,0,,2025-04-03 16:06:57.658,2025-04-03 16:06:57.658,,,,PAID,"0125YM"
PUR_100075,SLM_100010,367.76,0,CASH,1,2025-01-01,2025-01-01,0,,2025-04-03 16:06:57.658,2025-04-03 16:06:57.658,,,,PAID,"0125YX"
PUR_100076,SLM_100015,189.71,0,CASH,1,1991-01-01,1991-01-01,0,,2025-04-03 16:06:57.707,2025-04-03 16:06:57.707,,,,PAID,"0191YF"
PUR_100077,SLM_100008,127.0,0,CASH,1,2011-02-01,2011-02-01,0,,2025-04-03 16:06:57.707,2025-04-03 16:06:57.707,,,,PAID,"0211MH"
PUR_100078,SLM_100007,125.5,0,CASH,1,2011-02-01,2011-02-01,0,,2025-04-03 16:06:57.707,2025-04-03 16:06:57.707,,,,PAID,"0211SLG"
PUR_100079,SLM_100011,153.5,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.753,2025-04-03 16:06:57.753,,,,PAID,"0212GBT"
PUR_100080,SLM_100028,158.5,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.753,2025-04-03 16:06:57.753,,,,PAID,"0212KJS"
PUR_100081,SLM_100008,159.5,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.753,2025-04-03 16:06:57.753,,,,PAID,"0212MH"
PUR_100082,SLM_100009,161.0,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.799,2025-04-03 16:06:57.799,,,,PAID,"0212SH"
PUR_100083,SLM_100007,162.0,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.799,2025-04-03 16:06:57.799,,,,PAID,"0212SLG"
PUR_100084,SLM_100010,162.5,0,CASH,1,2012-02-01,2012-02-01,0,,2025-04-03 16:06:57.799,2025-04-03 16:06:57.799,,,,PAID,"0212YX"
PUR_100085,SLM_100029,132.5,0,CASH,1,2014-02-01,2014-02-01,0,,2025-04-03 16:06:57.847,2025-04-03 16:06:57.847,,,,PAID,"0214KP"
PUR_100086,SLM_100012,127.0,0,CASH,1,2014-02-01,2014-02-01,0,,2025-04-03 16:06:57.847,2025-04-03 16:06:57.847,,,,PAID,"0214MGI"
PUR_100087,SLM_100007,131.5,0,CASH,1,2014-02-01,2014-02-01,0,,2025-04-03 16:06:57.847,2025-04-03 16:06:57.847,,,,PAID,"0214SLG"
PUR_100088,SLM_100010,132.0,0,CASH,1,2014-02-01,2014-02-01,0,,2025-04-03 16:06:57.899,2025-04-03 16:06:57.899,,,,PAID,"0214YX"
PUR_100089,SLM_100013,136.5,0,CASH,1,2015-02-01,2015-02-01,0,,2025-04-03 16:06:57.899,2025-04-03 16:06:57.899,,,,PAID,"0215DE"
PUR_100090,SLM_100012,137.0,0,CASH,1,2015-02-01,2015-02-01,0,,2025-04-03 16:06:57.899,2025-04-03 16:06:57.899,,,,PAID,"0215MGI"
PUR_100091,SLM_100007,136.8,0,CASH,1,2015-02-01,2015-02-01,0,,2025-04-03 16:06:57.950,2025-04-03 16:06:57.950,,,,PAID,"0215SLG"
PUR_100092,SLM_100013,143.7,0,CASH,1,2016-02-01,2016-02-01,0,,2025-04-03 16:06:57.950,2025-04-03 16:06:57.950,,,,PAID,"0216DE"
PUR_100093,SLM_100011,158.7,0,CASH,1,2016-02-01,2016-02-01,0,,2025-04-03 16:06:57.950,2025-04-03 16:06:57.950,,,,PAID,"0216GBT"
PUR_100094,SLM_100012,157.9,0,CASH,1,2016-02-01,2016-02-01,0,,2025-04-03 16:06:58.003,2025-04-03 16:06:58.003,,,,PAID,"0216MGI"
PUR_100095,SLM_100007,144.8,0,CASH,1,2016-02-01,2016-02-01,0,,2025-04-03 16:06:58.003,2025-04-03 16:06:58.003,,,,PAID,"0216SLG"
PUR_100096,SLM_100012,166.2,0,CASH,1,2017-02-01,2017-02-01,0,,2025-04-03 16:06:58.003,2025-04-03 16:06:58.003,,,,PAID,"0217MGI"
PUR_100097,SLM_100007,165.4,0,CASH,1,2017-02-01,2017-02-01,0,,2025-04-03 16:06:58.053,2025-04-03 16:06:58.053,,,,PAID,"0217SLG"
PUR_100098,SLM_100007,160.0,0,CASH,1,2018-02-01,2018-02-01,0,,2025-04-03 16:06:58.053,2025-04-03 16:06:58.053,,,,PAID,"0218SLG"
PUR_100099,SLM_100018,157.8,0,CASH,1,2018-02-01,2018-02-01,0,,2025-04-03 16:06:58.053,2025-04-03 16:06:58.053,,,,PAID,"0218YM"
PUR_100100,SLM_100030,162.8,0,CASH,1,2019-02-01,2019-02-01,0,,2025-04-03 16:06:58.111,2025-04-03 16:06:58.111,,,,PAID,"0219KF"
PUR_100101,SLM_100007,162.18,0,CASH,1,2019-02-01,2019-02-01,0,,2025-04-03 16:06:58.111,2025-04-03 16:06:58.111,,,,PAID,"0219SLG"
PUR_100102,SLM_100017,164.72,0,CASH,1,2019-02-01,2019-02-01,0,,2025-04-03 16:06:58.111,2025-04-03 16:06:58.111,,,,PAID,"0219XW"
PUR_100103,SLM_100018,165.3,0,CASH,1,2019-02-01,2019-02-01,0,,2025-04-03 16:06:58.159,2025-04-03 16:06:58.159,,,,PAID,"0219YM"
PUR_100104,SLM_100031,210.07,0,CASH,1,2020-02-01,2020-02-01,0,,2025-04-03 16:06:58.159,2025-04-03 16:06:58.159,,,,PAID,"0220MK"
PUR_100105,SLM_100007,198.25,0,CASH,1,2020-02-01,2020-02-01,0,,2025-04-03 16:06:58.159,2025-04-03 16:06:58.159,,,,PAID,"0220SLG"
PUR_100106,SLM_100017,209.76,0,CASH,1,2020-02-01,2020-02-01,0,,2025-04-03 16:06:58.209,2025-04-03 16:06:58.209,,,,PAID,"0220XW"
PUR_100107,SLM_100018,203.8,0,CASH,1,2020-02-01,2020-02-01,0,,2025-04-03 16:06:58.209,2025-04-03 16:06:58.209,,,,PAID,"0220YM"
PUR_100108,SLM_100007,219.4,0,CASH,1,2021-02-01,2021-02-01,0,,2025-04-03 16:06:58.209,2025-04-03 16:06:58.209,,,,PAID,"0221SLG"
PUR_100109,SLM_100018,223.28,0,CASH,1,2021-02-01,2021-02-01,0,,2025-04-03 16:06:58.265,2025-04-03 16:06:58.265,,,,PAID,"0221YM"
PUR_100110,SLM_100020,234.39,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.265,2025-04-03 16:06:58.265,,,,PAID,"0222JJT"
PUR_100111,SLM_100032,238.87,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.265,2025-04-03 16:06:58.265,,,,PAID,"0222OT"
PUR_100112,SLM_100007,233.41,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.321,2025-04-03 16:06:58.321,,,,PAID,"0222SLG"
PUR_100113,SLM_100033,234.67,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.321,2025-04-03 16:06:58.321,,,,PAID,"0222YK"
PUR_100114,SLM_100018,231.84,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.321,2025-04-03 16:06:58.321,,,,PAID,"0222YM"
PUR_100115,SLM_100010,240.02,0,CASH,1,2022-02-01,2022-02-01,0,,2025-04-03 16:06:58.377,2025-04-03 16:06:58.377,,,,PAID,"0222YX"
PUR_100116,SLM_100020,239.51,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.377,2025-04-03 16:06:58.377,,,,PAID,"0223JJT"
PUR_100117,SLM_100034,244.21,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.377,2025-04-03 16:06:58.377,,,,PAID,"0223JS"
PUR_100118,SLM_100022,248.07,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.431,2025-04-03 16:06:58.431,,,,PAID,"0223RB"
PUR_100119,SLM_100007,249.04,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.431,2025-04-03 16:06:58.431,,,,PAID,"0223SLG"
PUR_100120,SLM_100017,244.29,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.431,2025-04-03 16:06:58.431,,,,PAID,"0223XW"
PUR_100121,SLM_100015,244.44,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.485,2025-04-03 16:06:58.485,,,,PAID,"0223YF"
PUR_100122,SLM_100018,246.61,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.485,2025-04-03 16:06:58.485,,,,PAID,"0223YM"
PUR_100123,SLM_100010,242.88,0,CASH,1,2023-02-01,2023-02-01,0,,2025-04-03 16:06:58.485,2025-04-03 16:06:58.485,,,,PAID,"0223YX"
PUR_100124,SLM_100023,291.66,0,CASH,1,2024-02-01,2024-02-01,0,,2025-04-03 16:06:58.543,2025-04-03 16:06:58.543,,,,PAID,"0224CJ"
PUR_100125,SLM_100020,292.47,0,CASH,1,2024-02-01,2024-02-01,0,,2025-04-03 16:06:58.543,2025-04-03 16:06:58.543,,,,PAID,"0224JJT"
PUR_100126,SLM_100007,294.81,0,CASH,1,2024-02-01,2024-02-01,0,,2025-04-03 16:06:58.543,2025-04-03 16:06:58.543,,,,PAID,"0224SLG"
PUR_100127,SLM_100018,293.52,0,CASH,1,2024-02-01,2024-02-01,0,,2025-04-03 16:06:58.594,2025-04-03 16:06:58.594,,,,PAID,"0224YM"
PUR_100128,SLM_100023,384.54,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.594,2025-04-03 16:06:58.594,,,,PAID,"0225CJ"
PUR_100129,SLM_100020,390.97,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.594,2025-04-03 16:06:58.594,,,,PAID,"0225JJT"
PUR_100130,SLM_100019,394.28,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.647,2025-04-03 16:06:58.647,,,,PAID,"0225LUX"
PUR_100131,SLM_100007,390.18,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.647,2025-04-03 16:06:58.647,,,,PAID,"0225SLG"
PUR_100132,SLM_100017,389.81,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.647,2025-04-03 16:06:58.647,,,,PAID,"0225XW"
PUR_100133,SLM_100018,382.56,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.696,2025-04-03 16:06:58.696,,,,PAID,"0225YM"
PUR_100134,SLM_100010,390.15,0,CASH,1,2025-02-01,2025-02-01,0,,2025-04-03 16:06:58.696,2025-04-03 16:06:58.696,,,,PAID,"0225YX"
PUR_100135,SLM_100011,131.5,0,CASH,1,2011-03-01,2011-03-01,0,,2025-04-03 16:06:58.696,2025-04-03 16:06:58.696,,,,PAID,"0311GBT"
PUR_100136,SLM_100006,130.5,0,CASH,1,2011-03-01,2011-03-01,0,,2025-04-03 16:06:58.748,2025-04-03 16:06:58.748,,,,PAID,"0311MG"
PUR_100137,SLM_100009,131.0,0,CASH,1,2011-03-01,2011-03-01,0,,2025-04-03 16:06:58.748,2025-04-03 16:06:58.748,,,,PAID,"0311SH"
PUR_100138,SLM_100007,132.5,0,CASH,1,2011-03-01,2011-03-01,0,,2025-04-03 16:06:58.748,2025-04-03 16:06:58.748,,,,PAID,"0311SLG"
PUR_100139,SLM_100006,154.0,0,CASH,1,2012-03-01,2012-03-01,0,,2025-04-03 16:06:58.812,2025-04-03 16:06:58.812,,,,PAID,"0312MG"
PUR_100140,SLM_100008,153.5,0,CASH,1,2012-03-01,2012-03-01,0,,2025-04-03 16:06:58.812,2025-04-03 16:06:58.812,,,,PAID,"0312MH"
PUR_100141,SLM_100009,158.5,0,CASH,1,2012-03-01,2012-03-01,0,,2025-04-03 16:06:58.812,2025-04-03 16:06:58.812,,,,PAID,"0312SH"
PUR_100142,SLM_100007,157.5,0,CASH,1,2012-03-01,2012-03-01,0,,2025-04-03 16:06:58.859,2025-04-03 16:06:58.859,,,,PAID,"0312SLG"
PUR_100143,SLM_100010,156.5,0,CASH,1,2012-03-01,2012-03-01,0,,2025-04-03 16:06:58.859,2025-04-03 16:06:58.859,,,,PAID,"0312YX"
PUR_100144,SLM_100011,151.0,0,CASH,1,2013-03-01,2013-03-01,0,,2025-04-03 16:06:58.859,2025-04-03 16:06:58.859,,,,PAID,"0313GBT"
PUR_100145,SLM_100007,150.5,0,CASH,1,2013-03-01,2013-03-01,0,,2025-04-03 16:06:58.912,2025-04-03 16:06:58.912,,,,PAID,"0313SLG"
PUR_100146,SLM_100011,136.8,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:58.912,2025-04-03 16:06:58.912,,,,PAID,"0314GBT"
PUR_100147,SLM_100035,132.7,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:58.912,2025-04-03 16:06:58.912,,,,PAID,"0314GC"
PUR_100148,SLM_100029,134.1,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:58.961,2025-04-03 16:06:58.961,,,,PAID,"0314KP"
PUR_100149,SLM_100012,136.8,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:58.961,2025-04-03 16:06:58.961,,,,PAID,"0314MGI"
PUR_100150,SLM_100007,134.5,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:58.961,2025-04-03 16:06:58.961,,,,PAID,"0314SLG"
PUR_100151,SLM_100010,135.2,0,CASH,1,2014-03-01,2014-03-01,0,,2025-04-03 16:06:59.013,2025-04-03 16:06:59.013,,,,PAID,"0314YX"
PUR_100152,SLM_100013,133.4,0,CASH,1,2015-03-01,2015-03-01,0,,2025-04-03 16:06:59.013,2025-04-03 16:06:59.013,,,,PAID,"0315DE"
PUR_100153,SLM_100014,129.1,0,CASH,1,2015-03-01,2015-03-01,0,,2025-04-03 16:06:59.013,2025-04-03 16:06:59.013,,,,PAID,"0315FS"
PUR_100154,SLM_100007,130.2,0,CASH,1,2015-03-01,2015-03-01,0,,2025-04-03 16:06:59.065,2025-04-03 16:06:59.065,,,,PAID,"0315SLG"
PUR_100155,SLM_100010,133.5,0,CASH,1,2015-03-01,2015-03-01,0,,2025-04-03 16:06:59.065,2025-04-03 16:06:59.065,,,,PAID,"0315YX"
PUR_100156,SLM_100036,157.6,0,CASH,1,2016-03-01,2016-03-01,0,,2025-04-03 16:06:59.065,2025-04-03 16:06:59.065,,,,PAID,"0316JF"
PUR_100157,SLM_100037,149.2,0,CASH,1,2016-03-01,2016-03-01,0,,2025-04-03 16:06:59.121,2025-04-03 16:06:59.121,,,,PAID,"0316JX"
